review_priority_rank,exercise_id,review_status,score,candidate_image_count,candidate_flags
641,Middle_Back_Stretch,pending,40.0,0,['near_duplicate_frames']
642,One-Arm_Kettlebell_Row,pending,40.0,1,"['near_duplicate_frames', 'possible_precropped_flat_boundary']"
643,Pallof_Press_With_Rotation,pending,40.0,2,"['near_duplicate_frames', 'possible_precropped_flat_boundary']"
644,Plank,pending,40.0,0,['possible_scale_variation']
645,Seated_Cable_Shoulder_Press,pending,40.0,1,"['possible_position_variation', 'possible_precropped_flat_boundary']"
646,Seated_Overhead_Stretch,pending,40.0,1,"['possible_precropped_flat_boundary', 'possible_scale_variation']"
647,Seated_Palms-Down_Barbell_Wrist_Curl,pending,40.0,0,['near_duplicate_frames']
648,Single_Dumbbell_Raise,pending,40.0,1,"['near_duplicate_frames', 'possible_precropped_flat_boundary']"
649,Standing_Biceps_Cable_Curl,pending,40.0,5,"['near_duplicate_frames', 'possible_precropped_flat_boundary']"
650,Standing_Pelvic_Tilt,pending,40.0,0,['near_duplicate_frames']
651,Sumo_Deadlift,pending,40.0,0,['possible_position_variation']
652,Superman,pending,40.0,2,"['possible_position_variation', 'possible_precropped_flat_boundary']"
653,Thigh_Abductor,pending,40.0,0,['near_duplicate_frames']
654,Lying_High_Bench_Barbell_Curl,pending,35.354004,1,['possible_edge_clipping']
655,Reverse_Triceps_Bench_Press,pending,35.305176,1,['possible_edge_clipping']
656,Lying_Machine_Squat,pending,35.286865,2,"['possible_edge_clipping', 'possible_precropped_flat_boundary']"
657,One_Arm_Against_Wall,pending,35.244141,8,['possible_edge_clipping']
658,Pin_Presses,pending,35.219727,8,['possible_edge_clipping']
659,Wide-Grip_Pulldown_Behind_The_Neck,pending,35.152588,3,['possible_edge_clipping']
660,Machine_Preacher_Curls,pending,35.146484,1,['possible_edge_clipping']
661,Iron_Cross,pending,35.073242,8,['possible_edge_clipping']
662,Preacher_Curl,pending,35.0,1,['possible_edge_clipping']
663,One-Arm_Dumbbell_Row,pending,25.115967,4,"['possible_precropped_flat_boundary', 'small_canvas_occupancy']"
664,Reverse_Band_Box_Squat,pending,25.10376,8,['small_canvas_occupancy']
665,Rope_Crunch,pending,25.061035,8,['small_canvas_occupancy']
666,All_Fours_Quad_Stretch,pending,25.0,5,['small_canvas_occupancy']
667,Seated_Flat_Bench_Leg_Pull-In,pending,25.0,4,['small_canvas_occupancy']
668,Upright_Row_-_With_Bands,pending,20.927734,2,['possible_precropped_flat_boundary']
669,Standing_Palms-In_Dumbbell_Press,pending,20.823975,0,['possible_scale_variation']
670,Bent_Over_Two-Dumbbell_Row,pending,20.732422,0,['near_duplicate_frames']
671,Physioball_Hip_Bridge,pending,20.671387,5,['possible_precropped_flat_boundary']
672,Barbell_Side_Bend,pending,20.622559,0,['near_duplicate_frames']
673,Smith_Machine_Upright_Row,pending,20.604248,2,['possible_precropped_flat_boundary']
674,Barbell_Rollout_from_Bench,pending,20.585938,3,['possible_precropped_flat_boundary']
675,Upright_Cable_Row,pending,20.579834,4,['possible_precropped_flat_boundary']
676,Sled_Drag_-_Harness,pending,20.57373,8,['possible_precropped_flat_boundary']
677,Rear_Leg_Raises,pending,20.567627,0,['near_duplicate_frames']
678,Incline_Dumbbell_Flyes,pending,20.55542,0,['possible_scale_variation']
679,Jefferson_Squats,pending,20.549316,0,['possible_scale_variation']
680,Parallel_Bar_Dip,pending,20.549316,4,['possible_precropped_flat_boundary']
681,Anterior_Tibialis-SMR,pending,20.543213,2,['possible_precropped_flat_boundary']
682,Cable_Seated_Crunch,pending,20.524902,0,['near_duplicate_frames']
683,Incline_Dumbbell_Bench_With_Palms_Facing_In,pending,20.518799,0,['possible_scale_variation']
684,Overhead_Lat,pending,20.518799,0,['possible_position_variation']
685,Hip_Flexion_with_Band,pending,20.512695,0,['near_duplicate_frames']
686,Skating,pending,20.476074,6,['possible_precropped_flat_boundary']
687,Kettlebell_Figure_8,pending,20.469971,0,['near_duplicate_frames']
688,Knee_Across_The_Body,pending,20.43335,6,['possible_precropped_flat_boundary']
689,One-Arm_Side_Deadlift,pending,20.408936,0,['possible_scale_variation']
690,Glute_Kickback,pending,20.402832,6,['possible_precropped_flat_boundary']
691,Rhomboids-SMR,pending,20.390625,6,['possible_precropped_flat_boundary']
692,Cuban_Press,pending,20.384521,0,['possible_scale_variation']
693,Hug_A_Ball,pending,20.384521,8,['possible_precropped_flat_boundary']
694,Lying_Face_Up_Plate_Neck_Resistance,pending,20.384521,2,['possible_precropped_flat_boundary']
695,Decline_Dumbbell_Flyes,pending,20.378418,0,['possible_position_variation']
696,One_Arm_Floor_Press,pending,20.366211,0,['possible_position_variation']
697,Floor_Press,pending,20.360107,0,['possible_position_variation']
698,Elbow_to_Knee,pending,20.3479,4,['possible_precropped_flat_boundary']
699,Janda_Sit-Up,pending,20.341797,8,['possible_precropped_flat_boundary']
700,Close-Grip_EZ-Bar_Press,pending,20.335693,0,['possible_position_variation']
701,Cable_Judo_Flip,pending,20.32959,0,['possible_position_variation']
702,Decline_EZ_Bar_Triceps_Extension,pending,20.32959,0,['possible_position_variation']
703,Smith_Machine_Close-Grip_Bench_Press,pending,20.317383,3,['possible_precropped_flat_boundary']
704,Standing_Barbell_Calf_Raise,pending,20.299072,1,['possible_precropped_flat_boundary']
705,Kettlebell_Pirate_Ships,pending,20.292969,3,['possible_precropped_flat_boundary']
706,Close-Grip_Front_Lat_Pulldown,pending,20.268555,2,['possible_precropped_flat_boundary']
707,Decline_Oblique_Crunch,pending,20.268555,1,['possible_precropped_flat_boundary']
708,Standing_Front_Barbell_Raise_Over_Head,pending,20.268555,0,['near_duplicate_frames']
709,Cable_Chest_Press,pending,20.256348,0,['near_duplicate_frames']
710,Standing_Inner-Biceps_Curl,pending,20.250244,0,['near_duplicate_frames']
711,Leg-Up_Hamstring_Stretch,pending,20.244141,8,['possible_precropped_flat_boundary']
712,Machine_Triceps_Extension,pending,20.244141,0,['possible_scale_variation']
713,Tricep_Dumbbell_Kickback,pending,20.238037,3,['possible_precropped_flat_boundary']
714,Hip_Extension_with_Bands,pending,20.219727,0,['possible_position_variation']
715,Sled_Overhead_Backward_Walk,pending,20.213623,6,['possible_precropped_flat_boundary']
716,Thigh_Adductor,pending,20.195312,3,['possible_precropped_flat_boundary']
717,Running_Treadmill,pending,20.189209,8,['possible_precropped_flat_boundary']
718,Seated_One-Arm_Dumbbell_Palms-Up_Wrist_Curl,pending,20.189209,0,['near_duplicate_frames']
719,90_90_Hamstring,pending,20.177002,4,['possible_precropped_flat_boundary']
720,Upper_Back_Stretch,pending,20.170898,4,['possible_precropped_flat_boundary']
721,Standing_Dumbbell_Upright_Row,pending,20.164795,1,['possible_precropped_flat_boundary']
722,Sled_Row,pending,20.158691,3,['possible_precropped_flat_boundary']
723,Smith_Machine_Stiff-Legged_Deadlift,pending,20.158691,0,['possible_scale_variation']
724,Bent_Press,pending,20.140381,0,['possible_scale_variation']
725,Seated_Dumbbell_Press,pending,20.140381,5,['possible_precropped_flat_boundary']
726,Car_Drivers,pending,20.134277,0,['near_duplicate_frames']
727,Chest_Push_with_Run_Release,pending,20.134277,2,['possible_precropped_flat_boundary']
728,Floor_Press_with_Chains,pending,20.134277,0,['possible_position_variation']
729,Chest_And_Front_Of_Shoulder_Stretch,pending,20.128174,2,['possible_precropped_flat_boundary']
730,Iliotibial_Tract-SMR,pending,20.128174,1,['possible_precropped_flat_boundary']
731,Standing_Cable_Lift,pending,20.128174,4,['possible_precropped_flat_boundary']
732,Calves-SMR,pending,20.12207,2,['possible_precropped_flat_boundary']
733,Overhead_Cable_Curl,pending,20.12207,4,['possible_precropped_flat_boundary']
734,Farmers_Walk,pending,20.115967,6,['possible_precropped_flat_boundary']
735,Seated_Hamstring_and_Calf_Stretch,pending,20.115967,5,['possible_precropped_flat_boundary']
736,Dumbbell_Side_Bend,pending,20.097656,1,['possible_precropped_flat_boundary']
737,Dumbbell_Lying_Pronation,pending,20.091553,0,['possible_position_variation']
738,Front_Two-Dumbbell_Raise,pending,20.091553,4,['possible_precropped_flat_boundary']
739,Cable_Reverse_Crunch,pending,20.085449,6,['possible_precropped_flat_boundary']
740,Two-Arm_Kettlebell_Military_Press,pending,20.085449,4,['possible_precropped_flat_boundary']
741,EZ-Bar_Skullcrusher,pending,20.079346,8,['possible_precropped_flat_boundary']
742,Hammer_Curls,pending,20.079346,0,['near_duplicate_frames']
743,Seated_Dumbbell_Inner_Biceps_Curl,pending,20.079346,3,['possible_precropped_flat_boundary']
744,Torso_Rotation,pending,20.079346,0,['possible_scale_variation']
745,Close-Grip_EZ-Bar_Curl_with_Band,pending,20.073242,0,['near_duplicate_frames']
746,Isometric_Neck_Exercise_-_Sides,pending,20.073242,0,['near_duplicate_frames']
747,Svend_Press,pending,20.073242,1,['possible_precropped_flat_boundary']
748,Crucifix,pending,20.067139,0,['near_duplicate_frames']
749,Dynamic_Chest_Stretch,pending,20.067139,4,['possible_precropped_flat_boundary']
750,Kettlebell_Arnold_Press,pending,20.067139,4,['possible_precropped_flat_boundary']
751,Tricep_Side_Stretch,pending,20.067139,1,['possible_precropped_flat_boundary']
752,Chin_To_Chest_Stretch,pending,20.061035,3,['possible_precropped_flat_boundary']
753,Adductor,pending,20.054932,0,['near_duplicate_frames']
754,Bent_Over_Dumbbell_Rear_Delt_Raise_With_Head_On_Bench,pending,20.048828,2,['possible_precropped_flat_boundary']
755,Seated_Bent-Over_One-Arm_Dumbbell_Triceps_Extension,pending,20.048828,3,['possible_precropped_flat_boundary']
756,Single_Leg_Butt_Kick,pending,20.048828,4,['possible_precropped_flat_boundary']
757,Arm_Circles,pending,20.0,0,['near_duplicate_frames']
758,Board_Press,pending,20.0,1,['possible_precropped_flat_boundary']
759,Decline_Dumbbell_Triceps_Extension,pending,20.0,0,['possible_position_variation']
760,EZ-Bar_Curl,pending,20.0,5,['possible_precropped_flat_boundary']
761,Front_Leg_Raises,pending,20.0,3,['possible_precropped_flat_boundary']
762,Hyperextensions_With_No_Hyperextension_Bench,pending,20.0,0,['possible_position_variation']
763,Incline_Bench_Pull,pending,20.0,0,['possible_position_variation']
764,Lateral_Raise_-_With_Bands,pending,20.0,4,['possible_precropped_flat_boundary']
765,Leg_Extensions,pending,20.0,4,['possible_precropped_flat_boundary']
766,Leverage_Decline_Chest_Press,pending,20.0,2,['possible_precropped_flat_boundary']
767,Looking_At_Ceiling,pending,20.0,2,['possible_precropped_flat_boundary']
768,On_Your_Side_Quad_Stretch,pending,20.0,1,['possible_precropped_flat_boundary']
769,Peroneals-SMR,pending,20.0,2,['possible_precropped_flat_boundary']
770,Seated_Bent-Over_Rear_Delt_Raise,pending,20.0,2,['possible_precropped_flat_boundary']
771,Seated_Leg_Tucks,pending,20.0,0,['possible_scale_variation']
772,Sled_Reverse_Flye,pending,20.0,1,['possible_precropped_flat_boundary']
773,Smith_Machine_Pistol_Squat,pending,1.568604,0,[]
774,Bent-Knee_Hip_Raise,pending,1.550293,0,[]
775,Two-Arm_Dumbbell_Preacher_Curl,pending,1.104736,0,[]
776,Neck_Press,pending,0.921631,0,[]
777,Cable_Iron_Cross,pending,0.878906,0,[]
778,Body_Tricep_Press,pending,0.848389,0,[]
779,Smith_Machine_Overhead_Shoulder_Press,pending,0.78125,0,[]
780,Smith_Machine_Decline_Press,pending,0.775146,0,[]
781,Carioca_Quick_Step,pending,0.762939,0,[]
782,One_Arm_Supinated_Dumbbell_Triceps_Extension,pending,0.732422,0,[]
783,Two-Arm_Kettlebell_Jerk,pending,0.726318,0,[]
784,Standing_Bent-Over_Two-Arm_Dumbbell_Triceps_Extension,pending,0.67749,0,[]
785,Pelvic_Tilt_Into_Bridge,pending,0.671387,0,[]
786,Brachialis-SMR,pending,0.665283,0,[]
787,Incline_Dumbbell_Curl,pending,0.665283,0,[]
788,Sit_Squats,pending,0.610352,0,[]
789,Incline_Inner_Biceps_Curl,pending,0.57373,0,[]
790,One-Legged_Cable_Kickback,pending,0.567627,0,[]
791,Groiners,pending,0.55542,0,[]
792,Seated_One-Arm_Dumbbell_Palms-Down_Wrist_Curl,pending,0.549316,0,[]
793,Cable_Lying_Triceps_Extension,pending,0.543213,0,[]
794,Power_Jerk,pending,0.537109,0,[]
795,Two-Arm_Kettlebell_Row,pending,0.537109,0,[]
796,One-Arm_Kettlebell_Floor_Press,pending,0.524902,0,[]
797,Standing_Elevated_Quad_Stretch,pending,0.494385,0,[]
798,Decline_Barbell_Bench_Press,pending,0.469971,0,[]
799,Lying_Prone_Quadriceps,pending,0.445557,0,[]
800,Reverse_Grip_Bent-Over_Rows,pending,0.439453,0,[]
801,Finger_Curls,pending,0.415039,0,[]
802,One_Handed_Hang,pending,0.415039,0,[]
803,Standing_Gastrocnemius_Calf_Stretch,pending,0.415039,0,[]
804,Cable_Shrugs,pending,0.408936,0,[]
805,Lying_T-Bar_Row,pending,0.408936,0,[]
806,Foot-SMR,pending,0.390625,0,[]
807,Leverage_Shoulder_Press,pending,0.390625,0,[]
808,Palms-Down_Wrist_Curl_Over_A_Bench,pending,0.372314,0,[]
809,One-Arm_Side_Laterals,pending,0.366211,0,[]
810,Prowler_Sprint,pending,0.366211,0,[]
811,One-Arm_Incline_Lateral_Raise,pending,0.360107,0,[]
812,Back_Flyes_-_With_Bands,pending,0.341797,0,[]
813,Underhand_Cable_Pulldowns,pending,0.305176,0,[]
814,Seated_Biceps,pending,0.292969,0,[]
815,Iron_Crosses_stretch,pending,0.280762,0,[]
816,Decline_Dumbbell_Bench_Press,pending,0.268555,0,[]
817,Ab_Crunch_Machine,pending,0.238037,0,[]
818,IT_Band_and_Glute_Stretch,pending,0.238037,0,[]
819,Arnold_Dumbbell_Press,pending,0.22583,0,[]
820,Close-Grip_Standing_Barbell_Curl,pending,0.22583,0,[]
821,Standing_Leg_Curl,pending,0.22583,0,[]
822,Low_Cable_Triceps_Extension,pending,0.219727,0,[]
823,Split_Jerk,pending,0.219727,0,[]
824,Incline_Barbell_Triceps_Extension,pending,0.213623,0,[]
825,Leverage_Shrug,pending,0.213623,0,[]
826,Calf_Press_On_The_Leg_Press_Machine,pending,0.20752,0,[]
827,Backward_Drag,pending,0.201416,0,[]
828,Standing_Two-Arm_Overhead_Throw,pending,0.195312,0,[]
829,Bench_Press_with_Chains,pending,0.189209,0,[]
830,Star_Jump,pending,0.189209,0,[]
831,Smith_Machine_Hang_Power_Clean,pending,0.183105,0,[]
832,External_Rotation,pending,0.177002,0,[]
833,Cable_Deadlifts,pending,0.170898,0,[]
834,Close-Grip_EZ_Bar_Curl,pending,0.164795,0,[]
835,Dumbbell_Scaption,pending,0.158691,0,[]
836,Kneeling_Arm_Drill,pending,0.158691,0,[]
837,Rack_Delivery,pending,0.158691,0,[]
838,Flexor_Incline_Dumbbell_Curls,pending,0.152588,0,[]
839,Reverse_Cable_Curl,pending,0.146484,0,[]
840,Seated_Barbell_Twist,pending,0.140381,0,[]
841,Bench_Press_-_With_Bands,pending,0.134277,0,[]
842,Decline_Close-Grip_Bench_To_Skull_Crusher,pending,0.134277,0,[]
843,Suspended_Push-Up,pending,0.134277,0,[]
844,Front_Incline_Dumbbell_Raise,pending,0.128174,0,[]
845,One-Arm_High-Pulley_Cable_Side_Bends,pending,0.128174,0,[]
846,Round_The_World_Shoulder_Stretch,pending,0.12207,0,[]
847,Standing_One-Arm_Dumbbell_Curl_Over_Incline_Bench,pending,0.12207,0,[]
848,Medicine_Ball_Full_Twist,pending,0.115967,0,[]
849,Rickshaw_Deadlift,pending,0.097656,0,[]
850,Alternate_Leg_Diagonal_Bound,pending,0.073242,0,[]
851,Dumbbell_Raise,pending,0.073242,0,[]
852,Upright_Barbell_Row,pending,0.067139,0,[]
853,Bench_Press_-_Powerlifting,pending,0.061035,0,[]
854,Close-Grip_Barbell_Bench_Press,pending,0.061035,0,[]
855,Landmine_180s,pending,0.061035,0,[]
856,Leverage_Chest_Press,pending,0.061035,0,[]
857,Narrow_Stance_Leg_Press,pending,0.048828,0,[]
858,Advanced_Kettlebell_Windmill,pending,0.0,0,[]
859,Alternating_Renegade_Row,pending,0.0,0,[]
860,Bear_Crawl_Sled_Drags,pending,0.0,0,[]
861,Bodyweight_Mid_Row,pending,0.0,0,[]
862,Cable_Seated_Lateral_Raise,pending,0.0,0,[]
863,Cable_Shoulder_Press,pending,0.0,0,[]
864,Crunch_-_Hands_Overhead,pending,0.0,0,[]
865,Dip_Machine,pending,0.0,0,[]
866,Latissimus_Dorsi-SMR,pending,0.0,0,[]
867,Leverage_High_Row,pending,0.0,0,[]
868,Medicine_Ball_Chest_Pass,pending,0.0,0,[]
869,Overhead_Stretch,pending,0.0,0,[]
870,Peroneals_Stretch,pending,0.0,0,[]
871,Posterior_Tibialis_Stretch,pending,0.0,0,[]
872,Power_Partials,pending,0.0,0,[]
873,Seated_Leg_Curl,pending,0.0,0,[]
874,Split_Squats,pending,0.0,0,[]
875,Weighted_Sissy_Squat,pending,0.0,0,[]
